date,USA_Y002p0,USA_Y005p0,USA_Y010p0,USA_Y030p0,DEU_Y002p0,DEU_Y005p0,DEU_Y010p0,DEU_Y030p0,ITA_Y002p0,ITA_Y005p0,ITA_Y010p0,ITA_Y030p0,EURUSD,GBPUSD
2018-01-01,1.5187170667720218,1.8335975470038517,2.13496405318026,2.4125325839566094,0.5405855048053901,0.7456945045250954,0.9662306362816979,1.253644195376247,2.1619235494362252,2.5728936350015985,2.8932347118636916,3.2157455772918833,1.0946327564665506,1.2998209795797022
2018-01-02,1.509398319361205,1.8166790942612954,2.096966826794613,2.432639551559154,0.5586678771660706,0.7228957182189225,0.9563240916688331,1.244525482954269,2.1694534080721004,2.53620424020563,2.890890108488689,3.222493151110302,1.0915631681978921,1.3005596690299128
2018-01-03,1.5100547226347767,1.8294213509175443,2.1224740614879307,2.42291600705784,0.5540643142671784,0.6855101134388722,0.9180332867890809,1.2577449218039558,2.1849949682652037,2.511196001051426,2.875504840307969,3.2373804979616887,1.0924206162947068,1.2978276186646445
2018-01-04,1.518205048294707,1.8320338104627893,2.1228612880379156,2.4275056022687598,0.5739629884560424,0.6498938124161857,0.9201986710059967,1.2427044374923206,2.2079783611684305,2.4914790847830868,2.8760345952745308,3.2045946933166976,1.0940048569362588,1.3021019033016774
2018-01-05,1.502426587722192,1.830517533136671,2.137588847370885,2.4144097649271603,0.5653411653352197,0.6591559701001692,0.9376835604906223,1.242845391274473,2.230499831351906,2.4792544684057174,2.879273101024364,3.2003758162904505,1.0914034211785224,1.3023232316353985
2018-01-08,1.502467899180311,1.8461435693576809,2.1141305160852815,2.398677654463388,0.5524809687051804,0.6356231883024395,0.9128289196494903,1.2739260952027849,2.2339096476489173,2.4781893805486908,2.8809727306337862,3.1652416339046394,1.0916266753085437,1.3016370492927085
2018-01-09,1.5024500914631524,1.8559160776755346,2.1398945872604496,2.400267588874788,0.5411065708133997,0.6581589275612718,0.9046410871151008,1.3118088172731583,2.247699634202557,2.471509734493051,2.8826489421361416,3.1933272466713882,1.0948870428780695,1.3046854057154282
2018-01-10,1.467355605336244,1.8631598776945564,2.1281293311392036,2.4107360200561807,0.5382895547557196,0.6866042634096448,0.9311560255371193,1.277636224549945,2.224798073268191,2.4419016552396275,2.8717597501115826,3.1844643746271744,1.0952220416196592,1.305989969507526
2018-01-11,1.4877087654495138,1.8824438873823846,2.1259759896697368,2.399470162881754,0.5318213222828395,0.6808961933355485,0.9293866921748833,1.2916375718231865,2.237670315562624,2.4382678500882276,2.880743805756516,3.152933763675326,1.0946181458485793,1.3076557218728275
2018-01-12,1.499718735767905,1.8881166158590803,2.0979474962751894,2.3551967676487857,0.5349082220113908,0.7140646890009965,0.9046017514454658,1.3306098228033574,2.251356615092115,2.4577225801417937,2.9018909562894986,3.1388951292754257,1.0958511445194488,1.3099821668780567
2018-01-15,1.4872101562885698,1.875778176877271,2.0946085015405576,2.3669124645024695,0.5226070511273465,0.7186086825330668,0.8782765385637734,1.3197030425867509,2.2435795304576205,2.4766867947376046,2.889481866291571,3.165121566968355,1.096916017637623,1.305838967015868
2018-01-16,1.4837791910646552,1.8685325323088764,2.0900124228867423,2.334981308237107,0.5379009732282358,0.7411077741785269,0.8379835885716668,1.3248828551683738,2.228104573521654,2.479379840407701,2.888313860391422,3.194872656751766,1.0970871697995184,1.3091776285749648
2018-01-17,1.4938851785485903,1.8581130856027903,2.086305212103708,2.337421280701783,0.5583203582443053,0.7365936473567698,0.8534494820741559,1.3550276659575833,2.2269294271697433,2.4917675825423142,2.8895278210862854,3.2202849298476024,1.0960263672719084,1.308483005331262
2018-01-18,1.4886580502447573,1.8623075267423221,2.095075306958824,2.373001805326272,0.5484031196720225,0.7557770637482321,0.838527043639637,1.3451772490188458,2.202660364870075,2.5096127706505285,2.9146028065898557,3.2045978714532635,1.095187754570784,1.3090539795734448
2018-01-19,1.4838030686713064,1.840747828857308,2.096282223916194,2.3726652144201705,0.5198596244660793,0.7369107200912952,0.8595406551332055,1.3542177311600545,2.209477978665699,2.5368458222475203,2.936189554606521,3.2015522900953566,1.0953786307117386,1.3108996181724715
2018-01-22,1.4547382404214906,1.8040993095227367,2.115797876418096,2.348870214326999,0.5343370891700686,0.7493643698966252,0.8768812338444063,1.3530336010343915,2.2153720018343392,2.570774832807611,2.9215885930843366,3.2342472946998018,1.0942903270345443,1.3094750090512999
2018-01-23,1.4658298466593285,1.8058624080147045,2.106434712705068,2.3196466333946337,0.5571082214567054,0.7401800289641961,0.8636806388052827,1.3145262673281342,2.196400649510677,2.564369269235133,2.923035683374354,3.2196155844528307,1.096966902722885,1.3101108213818167
2018-01-24,1.4683074647650691,1.7791319970155905,2.0865143945307807,2.343055863901517,0.5538432535730089,0.7375688330238398,0.8531215620684003,1.3214486946342425,2.1973520015688175,2.558936125028471,2.8931560377379224,3.2129216005301586,1.0987632233121791,1.311636558468331
2018-01-25,1.4737966632402684,1.740092435044688,2.0861322666983795,2.3427168939912706,0.5281129124241656,0.7502032043704443,0.8686942462599767,1.3177662981273146,2.2187062551238528,2.5883921044151457,2.873846226982873,3.1938445665608874,1.100948985451033,1.3115528688119162
2018-01-26,1.4432661726028717,1.747559050721022,2.0986996274244554,2.3535116638301115,0.5334481307784276,0.7536574383898558,0.8716828001859499,1.3363289236747287,2.239958458547123,2.6196135227627466,2.8741466936951463,3.170563100228948,1.1050148304084693,1.3125421501647554
2018-01-29,1.4762801664266012,1.733337986798551,2.1235924628838116,2.3720376997889705,0.5639414933585826,0.7521699390461063,0.8770393897628663,1.3781966676058013,2.2601692785434646,2.6504266611633747,2.8867454516783346,3.194687517322055,1.1081836002751488,1.309330296015959
2018-01-30,1.4793668771357282,1.7432604952433326,2.1398708915950904,2.371057653912199,0.5264149614379727,0.7667255221971583,0.8440975828728545,1.3918744974716737,2.257162079168662,2.6035554825343383,2.905833357385635,3.2073011285583966,1.1110303906094374,1.3069460929262429
2018-01-31,1.4716240782700005,1.7326434202048397,2.104562078241924,2.3648855691394517,0.5359734753511568,0.7827896470880087,0.8620518247779392,1.3845265502387367,2.2503994119864754,2.599161694714756,2.899617378210095,3.2162936847959025,1.1117826184244883,1.3046457206184148
2018-02-01,1.5122055226852227,1.7102041724407282,2.1121032454031283,2.345938615195784,0.5297007845784659,0.7550895060254093,0.8445453100506444,1.3935295698115182,2.242582154270173,2.5340513899776487,2.872558495117761,3.227886831221172,1.1114066616905087,1.3053879173947984
2018-02-02,1.51129780208801,1.6853338221636078,2.141310680861553,2.284288519881431,0.5125873088908351,0.7662683933403073,0.7991552228216716,1.397565201458977,2.2544357485042443,2.5486501083741557,2.8804962401749132,3.2483131383707686,1.1160180795958332,1.3128736997005732
2018-02-05,1.4822842281050783,1.6750352777095336,2.1425622081884867,2.253928510002202,0.5225512997776761,0.7796884144487375,0.7868167177575124,1.418024807565346,2.301473094514441,2.54976242205942,2.877035428571535,3.278520397739707,1.1146798894406529,1.3133993564033146
2018-02-06,1.4741796709965247,1.669567621584618,2.132241358185646,2.2525366398670674,0.4965747020985082,0.7646540255562496,0.7952566425742356,1.3892490516885716,2.3295731786576166,2.550806011926977,2.8855146307976565,3.2783764535717634,1.1134499690333959,1.3131036161079424
2018-02-07,1.4284133689570901,1.6530984199042942,2.1384245752395055,2.2490313995411286,0.5025135962859787,0.7723700418103026,0.8371991627477636,1.3659225019457697,2.3612886364111243,2.548052117015723,2.8887171141786294,3.271559591968309,1.1117200192381325,1.3129746197676218
2018-02-08,1.4494012999439552,1.6474762616480259,2.128359735555083,2.2571025970022394,0.5287787752661652,0.7458853741985003,0.8297426342625185,1.3250188513519434,2.3882867260695133,2.574119545037656,2.903031680242952,3.2510832356600368,1.1121597708134259,1.3149411893535008
2018-02-09,1.441071813573555,1.6167542157237764,2.1411419988731644,2.25456886023808,0.5323125622368945,0.774671856251092,0.803147002102677,1.3371605422436819,2.3560314277826637,2.568257410874605,2.9161242659118534,3.272729371068776,1.1130051016804912,1.3163689956944347
2018-02-12,1.4262207430694636,1.617043994623302,2.140882109444012,2.2577560104876557,0.5147861136666385,0.7699187707808087,0.8456164742783603,1.3367804088677984,2.352017042737159,2.588919694452719,2.9329962457296905,3.2624301281101014,1.115073316216475,1.3140754541004582
2018-02-13,1.4476701457009735,1.5811710197872944,2.168742112043942,2.2735119863204702,0.4791999393828554,0.768347565180212,0.8488212332395328,1.3239776513494874,2.3433641557719547,2.59999165481836,2.923813065573518,3.232538050299271,1.114631790891283,1.316109499870968
2018-02-14,1.4146486339128566,1.5772938934482097,2.1787321670137607,2.2558110875488757,0.45356077573671827,0.7922954044051147,0.8435977805699659,1.3094727123348981,2.3683557100406376,2.6071279714790476,2.943723027352099,3.2271621626915628,1.1111718199338445,1.316061637125292
2018-02-15,1.4253572210393786,1.5912397756438013,2.1642544732818476,2.2500679295657964,0.4167363331388182,0.7894405830551625,0.8220780417825837,1.2980288876814468,2.4021234259716673,2.61637988138786,2.9336624510905693,3.227649017498985,1.1118171260207246,1.3176996726671077
2018-02-16,1.3840689249769549,1.6130785516886976,2.176347098959517,2.2179236729295373,0.44872898173742465,0.8014183387023508,0.8019984819414098,1.2794725734787893,2.3888450705461812,2.6185940111316226,2.9353612069863706,3.2442991787112234,1.1137732790798633,1.3137016776478903
2018-02-19,1.3708257381836189,1.6473661566260795,2.1950673329641393,2.2373815286894,0.44373929171880283,0.7804703325116675,0.8315719354570623,1.273044541370303,2.3896182775900217,2.5967195003167634,2.972573036420227,3.26437410813113,1.1138450205430765,1.310592239073842
2018-02-20,1.346741341271624,1.6162404036891056,2.183698215868244,2.238149887108104,0.4228360111308975,0.7690752360259497,0.8261581194528226,1.2631602251887208,2.4007618082254907,2.6110438917896808,2.9797090858526962,3.249754110736543,1.1135862439427318,1.3117859248855344
2018-02-21,1.3759808538158946,1.6314149077001954,2.1751823278183413,2.2479463298507425,0.39687183691732875,0.7412260883634068,0.8154019434176155,1.2909597101806143,2.390992676815003,2.6253104596099326,2.9563864600987353,3.233749801807571,1.1147194652391212,1.308184546632681
2018-02-22,1.4113040713744813,1.6555405515825123,2.129078662346317,2.2787959928561214,0.3755269306260809,0.7370623956027104,0.805203687769719,1.2974258571484711,2.378422242772977,2.6224327734616164,2.9861950199905123,3.227187110044608,1.117592904483777,1.3089640805974976
2018-02-23,1.40471579633622,1.6751516912792717,2.147146782125626,2.3003869097652,0.36881007319002007,0.7576831041653987,0.8365610040316195,1.281055406157157,2.364873458015413,2.6370469761789965,3.0061968645588486,3.202958728178744,1.1174687564929533,1.3096403713419844
2018-02-26,1.4215304611790907,1.6565652149771468,2.13539169444663,2.299186880904826,0.34315786090218775,0.7621552678534937,0.8247727304643546,1.2693776837327166,2.3825712170855686,2.6550255556626743,3.0290063361687802,3.2007648598906866,1.1146364466851348,1.309931748012418
2018-02-27,1.4179307331540438,1.6648011515994665,2.092944705005976,2.314940587737088,0.3766840127879959,0.779840820475278,0.8373359224290627,1.2933564889327842,2.3643888521489815,2.6293949447604783,3.0329504880147833,3.2099888030388,1.1135155149503948,1.310642767643414
2018-02-28,1.4292919709006033,1.7020022650440094,2.057569271004382,2.286306505444702,0.3617362249681747,0.7593166671528749,0.8426587604243777,1.3024050358921966,2.3870952005904686,2.6265522348032966,3.0398669765873763,3.2108473141978378,1.1131916094853713,1.3111737922307012
2018-03-01,1.414235226972174,1.6720567921968774,2.0531102678754722,2.2949846943714896,0.3460845670941465,0.7416521194751726,0.8474440777587875,1.3083086877719756,2.3888322259568247,2.6176872629622094,3.03520690329392,3.178580596872597,1.1095971147431312,1.3120685920700883
2018-03-02,1.380068442908833,1.6815835462020225,2.0683234672840944,2.297762895870799,0.3522397304872556,0.732341256061884,0.8298990522177825,1.3227216219585975,2.403865574938155,2.5995840612135597,3.0212082573446306,3.1547391486747376,1.1111429540639164,1.311256032846888
2018-03-05,1.3440064697392382,1.7038293559152042,2.0665421749078936,2.2653975156868897,0.38125141761120485,0.7437927146078005,0.8430701369772602,1.3544438868947917,2.434766333169858,2.606030349300085,3.051808158326969,3.1804565377206737,1.1096145495379248,1.3112122616066835
2018-03-06,1.3516689067743883,1.689897535602032,2.0759777300904294,2.29214391624564,0.4077309385790499,0.7509212871970651,0.875242777285469,1.3300975018424157,2.4213878006490033,2.5891667970509733,3.044440944273635,3.16018959741135,1.1106366675444639,1.3170710105941215
